id,soc.t.ha,thickness.dm,x,y
P 070094,69.00182746,9.2,2420756.187,1226987.875
P 070096,52.05035898,1.6,2306245.341,1226759.662
P 070098,44.39352093,4.2,2444201.728,1224728.426
P 070101,14.16547605,1.3,2324621.194,1227955.363
P 070102,10.73468365,1.3,2320295.134,1247529.926
P 070103,56.13570705,12.5,2308141.459,1267328.588
P 070104,27.53604932,4.5,2337180.174,1240368.742
P 070105,29.81512501,3,2325129.331,1254640.472
P 070106,116.1916156,12.5,2297939.219,1317528.17
P 070107,75.36928101,2.4,2322283.407,1313202.355
P 070108,18.8975926,2.2,2331684.434,1318048.774
P 070109,66.21715381,12.5,2329185.089,1301614.87
P 070110,71.73596992,10.5,2363452.025,1317950.952
P 070111,20.43570376,1.8,2388045.542,1285439.523
P 070112,5.227609034,2.8,2384266.866,1253353.533
P 070113,47.72086643,10,2391117.135,1258552.153
P 070114,4.751604891,3.4,2360067.548,1231858.793
P 070115,10.99486553,4.6,2368325.215,1237363.827
P 070116,25.48593791,6.8,2384436.395,1227146.397
P 070117,71.93157861,5.9,2407103.222,1235659.122
P 070118,5.295059213,5,2411741.051,1222344.455
P 070119,3.777809472,2,2489346.214,1318036.914
P 070120,15.15767828,1.3,2478847.383,1307730.632
P 070121,11.20373675,1.6,2488009.667,1287527.004
P 070122,8.064267637,1,2463216.945,1255829.14
P 070123,25.02850407,2.3,2497920.037,1239375.432
P 070124,20.38854835,2.5,2484109.669,1234100.673
P 070125,4.299191282,2.5,2477307.925,1228757.472
P 070126,51.58616453,7,2469753.963,1222475.655
P 070127,1.563458258,5.5,2386963.222,1295449.568
P 070128,7.520440859,1.8,2368481.059,1308459.575
P 070129,12.53158322,2.3,2413856.155,1312705.473
P 070130,2.579914632,0.9,2410557.871,1323716.23
P 070131,8.475343035,2.5,2432264.496,1292919.217
P 070132,18.48959073,1.4,2445813.397,1287163.621
P 070133,33.06474516,1.8,2418368.155,1269111.641
P 072001,85.78477976,11.3,2089259.224,1224204.103
P 072002,8.757846191,1.6,2078629.648,1220269.637
P 072003,55.71935633,13,2090756.573,1210901.974
P 074001,180.0892168,11,2271186.925,1219398.858
P 074005,99.91778034,4.5,2230849.045,1215291.715
P 074015,38.41979048,5.6,2293821.424,1207079.361
P 074022,152.2825516,11.7,2111899.081,1203509.46
P 074023,318.9991987,4.6,2269898.012,1198886.366
P 074026,61.09318437,4.2,2141161.082,1199204.288
P 074030,145.149226,5.6,2268195.047,1189402.14
P 074031,40.02519831,1.7,2285135.343,1188075.613
P 074036,31.44803644,1.6,2117403.603,1190313.77
P 074039,7.726480475,1.3,2112440.758,1183615.747
P 074040,82.63036666,5.7,2148987.419,1183146.765
P 074041,136.0745473,4.3,2275151.548,1179486.904
P 074043,47.86847863,4.5,2183225.482,1180118.094
P 074044,29.73530807,1.3,2286138.588,1177420.918
P 074050,116.8091581,8.4,2263793.056,1169701.102
P 074051,27.93174938,2.6,2120764.368,1171064.439
P 074054,68.778035,11.7,2214841.308,1167359.922
P 074056,158.763348,10.8,2269752.487,1162124.182
P 074057,8.705368677,0.7,2124492.178,1164187.6
P 074059,118.3050066,11.3,2147565.181,1161039.893
P 074060,104.3428622,9.4,2208344.296,1158909.95
P 074061,47.62047875,2.4,2247340.904,1155817.981
P 074063,142.0472409,5.5,2210529.293,1154898.761
P 074064,64.86464858,6.1,2158504.893,1155480.655
P 074065,346.4202952,11,2217356.905,1152573.791
P 074066,78.73306184,2.9,2250820.583,1151438.04
P 074067,16.48657216,4.1,2124201.307,1153172.059
P 074068,64.4821665,2.4,2256732.869,1150286.651
P 074070,68.2935964,4,2170927.723,1147663.807
P 074071,81.201163,8.9,2164999.256,1145956.494
P 074076,60.76911307,7.9,2151184.434,1144972.5
P 074077,40.87471444,9.5,2229403.7,1140566.696
P 074078,91.99867007,4.8,2221866.105,1140109.91
P 074081,64.34322834,10.5,2228731.724,1135468.026
P 074090,141.1952089,11.1,2169260.759,1125043.727
P 074093,68.36655107,4,2283372.571,1118791.888
P 074094,118.807171,5,2187783.785,1118896.909
P 074095,58.99982202,10.8,2162383.66,1118524.017
P 074101,3.871509531,1.5,2291260.743,1184083.783
P 074102,2.724381521,0.7,2286171.811,1175894.533
P 074104,16.24246666,0.7,2286056.402,1197255.278
P 074105,33.61072554,1.5,2289833.191,1203382.184
P 074106,79.36897604,13,2269034.908,1179336.615
P 074108,39.50574284,13,2268435.084,1191768.851
P 074110,36.44887718,4,2273852.727,1215552.858
P 074112,11.31477727,10.5,2245406.814,1217549.71
P 074117,27.85636918,4,2265090.877,1145767.414
P 074120,1.98026912,1.5,2250850.386,1145603.487
P 074121,187.5574834,12.5,2222222.741,1137483.478
P 074124,39.21567946,13,2219612.407,1120087.826
P 074125,20.78929384,4.5,2211015.261,1118112.101
P 074126,46.78189197,4.2,2205976.018,1115761.929
P 074128,7.240785852,2.4,2236748.003,1137217.172
P 074129,71.4825223,13,2170444.341,1119573.398
P 074131,21.29907149,13,2167262.195,1164332.192
P 074135,18.63683944,13,2167779.951,1187274.383
P 074138,34.79923594,6.5,2149917.996,1188607.488
P 074143,45.76147347,13,2103534.22,1216876.336
P 076001,63.00302178,7,2428173.55,1217657.375
P 076002,124.2677847,12.3,2372588.856,1218095.89
P 076003,49.52666455,1.8,2442212.206,1216901.984
P 076007,149.6564976,7,2418559.33,1210933.123
P 076012,62.03959919,7.6,2319218.11,1210432.578
P 076014,154.6284971,5.6,2327551.25,1208258.539
P 076015,112.9894521,8,2383367.802,1206119.184
P 076016,66.43731431,6,2393929.513,1204634.171
P 076019,223.860537,11,2364991.505,1202107.062
P 076022,93.73985454,6.6,2428507.787,1199695.37
P 076025,126.8657087,2.5,2318621.303,1198193.319
P 076026,119.1755985,9.5,2338136.002,1197538.813
P 076030,147.0273945,11,2468387.805,1187179.169
P 076031,36.3159283,2.4,2381343.698,1187784.816
P 076032,71.76500068,1.3,2419051.189,1187066.359
P 076036,71.52440883,4.9,2430974.884,1181315.627
P 076039,185.089977,12.5,2325840.098,1182656.495
P 076045,89.50787815,6,2437387.465,1172369.518
P 076049,44.21284935,2.1,2347865.816,1171042.316
P 076051,52.70930006,2.1,2408102.76,1167098.889
P 076052,59.91567966,6,2344786.696,1161518.731
P 076054,99.72650637,11,2385751.063,1157755.858
P 076058,13.05395296,1.2,2427081.677,1151398.441
P 076060,30.99096591,3.8,2482060.421,1149709.498
P 076062,118.3268761,6,2461157.507,1149417.368
P 076064,80.23160824,1.8,2333208.36,1151246.582
P 076067,66.84176597,2.2,2494979.237,1144031.152
P 076070,78.51914205,5,2354542.751,1145626.492
P 076072,82.54171703,6,2363988.942,1143637.613
P 076073,19.63731894,2.3,2479965.077,1141417.489
P 076074,71.42905708,12,2334780.479,1143331.819
P 076076,34.68926412,4.6,2375780.85,1134603.733
P 076079,32.38829552,3.5,2468966.255,1129183.754
P 076080,111.1474312,13,2384073.321,1130431.462
P 076081,70.80943518,5,2300085.212,1130576.324
P 076082,48.70086426,5.8,2454154.567,1127118.065
P 076083,109.0055978,12,2434884.59,1127370.779
P 076093,129.2980823,10.5,2412572.849,1117861.326
P 076095,95.87205459,12,2368703.642,1115088.755
P 076096,32.7098531,9,2341701.713,1115786.297
P 076097,69.17444964,5.2,2334288.953,1115222.899
P 076099,43.86984938,2.7,2481025.985,1110622.846
P 076201,18.01900092,2,2489613.73,1117039.904
P 076202,27.92248487,5,2496833.946,1123166.024
P 076203,6.663426522,1.7,2484747.141,1133776.106
P 076204,5.857990549,1.5,2486011.446,1130742.066
P 076205,1.909637799,1.4,2487128.409,1143975.556
P 076206,3.2786603,2.5,2489456.854,1150652.662
P 076207,15.90152165,2.4,2463587.581,1124702.773
P 076208,11.91864798,3,2464003.423,1137758.659
P 076209,23.13285688,1.6,2488874.644,1160123.869
P 076210,48.83642658,2,2492810.451,1166755.158
P 076211,23.61715363,2.5,2496867.778,1167800.202
P 076212,41.88653972,4,2441519.966,1212046.151
P 076213,28.98681216,9,2442761.345,1200338.402
P 076214,89.79490704,12.5,2456436.334,1207629.104
P 076215,20.46587839,1.9,2464573.709,1203470.648
P 076216,33.6364831,1.8,2474996.738,1213402.889
P 076217,31.33035309,2.5,2492462.333,1209501.045
P 076218,31.13408132,1.8,2489495.86,1191996.332
P 076219,1.934313603,0.7,2496166.034,1181642.327
P 076220,18.84347193,4,2489281.301,1181338.798
P 076221,24.93673,1.8,2444493.493,1216661.297
P 076222,35.36046123,5,2422200.303,1213056.598
P 076223,28.75092022,6,2428423.512,1186145.594
P 076224,9.648768965,1.8,2396053.106,1185420.195
P 076225,35.92203714,5.5,2404341.9,1193931.375
P 076226,59.88217597,4,2387930.255,1207448.132
P 076227,39.50753696,12.5,2372769.662,1218035.459
P 076228,39.59375667,1.9,2362196.743,1208339.969
P 076229,53.34060384,9,2350199.002,1199431.073
P 076230,68.85067668,7.5,2340999.633,1188052.98
P 076231,45.56325424,4.5,2342065.522,1181615.059
P 076232,6.026762412,5,2321092.638,1185220.942
P 076233,98.93654737,12.5,2304629.92,1181452.658
P 076234,40.31331015,1.8,2312042.971,1188148.724
P 076236,1.515867757,1.2,2319410.547,1163822.052
P 076237,38.94989847,5,2313159.065,1164205.992
P 076238,45.28815872,3.5,2354771.281,1145071.564
P 076239,116.4618218,6.4,2364587.799,1144366.78
P 076240,41.0872398,12.5,2373581.162,1147347.61
P 076241,117.9710798,11,2379020.614,1151035.204
P 076242,11.71482577,2.2,2392537.048,1170452.04
P 078001,41.84506825,2.8,2138471.664,1111109.08
P 078002,18.66850818,1.4,2134696.05,1109714.452
P 078003,69.48714686,11.5,2163189.402,1109190.717
P 078006,42.39813671,5.8,2181993.772,1105114.902
P 078013,79.47836666,6,2143347.261,1101446.72
P 078016,187.6347288,15,2194756.886,1098807.01
P 078017,47.26082383,5.3,2292781.084,1097109.993
P 078031,13.16633706,1.5,2143133.153,1082750.372
P 078032,92.43489085,15,2286941.157,1079982.775
P 078043,173.7109366,12.5,2175782.312,1075893.111
P 078048,76.88741731,3,2270484.676,1062475.989
P 078049,118.9075801,2.8,2175756.066,1061986.015
P 078050,209.9164322,15,2278034.482,1059926.373
P 078062,24.78025595,11,2206657.581,1049869.508
P 078065,57.05594634,10,2235901.255,1046410.638
P 078069,111.7789693,7,2200807.351,1045334.512
P 078078,120.5812465,6.4,2173732.121,1033208.26
P 078081,20.27707411,4.9,2185105.363,1026261.344
P 078082,102.915322,11,2172840.198,1025060.084
P 078083,219.9447682,11,2233524.772,1023208.454
P 078088,101.1488391,12.5,2173172.976,1018129.86
P 078092,70.28243836,7.3,2210857.223,1012146.701
P 078093,50.05103589,4.7,2250344.175,1011563.981
P 078094,69.81088803,7.6,2170416.847,1012767.256
P 078096,101.6702296,4.8,2169199.882,1008748.773
P 078099,69.277743,1.5,2286610.151,1003583.265
P 078100,34.58659427,1.2,2291496.292,1001408.121
P 078101,39.10189349,7.4,2283613.15,1070844.426
P 078102,33.01977889,5.8,2266233.32,1069642.092
P 078106,60.96881944,12.5,2183198.339,1073079.293
P 078108,49.94116996,9.6,2213064.309,1064841.773
P 078109,42.46670777,6.4,2180184.777,1013868.251
P 078110,37.44518352,6.7,2196029.897,1033266.049
P 078111,60.82834233,2.6,2203721.766,1010104.383
P 078112,85.23702327,8.8,2222394.925,1005595.047
P 078113,78.96562445,9.6,2268807.958,1010304.143
P 078114,21.70748973,4.5,2291343.584,1091096.718
P 078115,26.55206558,12.5,2198152.11,1107573.125
P 078116,105.8916761,6,2243041.215,1059740.66
P 078117,51.86548753,4.5,2249897.51,1011249.413
P 078118,75.37382228,7.7,2233618.079,1009774.453
P 078119,26.83566107,12.5,2269334.169,1074830.653
P 078120,73.63211211,5.9,2193701.997,1041424.278
P 080006,33.0608024,4.2,2401351.426,1103570.08
P 080032,18.99703274,4.5,2355500.223,1073576.826
P 080067,87.51789005,7.9,2473717.893,1029579.113
P 080076,60.77959778,6,2495911.963,1019787.119
P 080096,60.861012,12.5,2323545.57,1004107.1
P 080103,9.818983334,2.6,2384551.686,1072833.161
P 080107,29.33903021,4,2440563.77,1093653.655
P 080112,49.8104269,5.2,2496920.996,1106347.939
P 080113,36.22382175,7,2445132.581,1037003.58
P 080114,29.5147677,4.6,2439366.838,1003692.942
P 080115,47.70967532,13,2391606.671,1002824.358
P 080116,20.20073564,2.9,2411642.105,1027186.557
P 080117,14.79087256,1.8,2403680.967,1033259.178
P 080118,13.25286037,6,2416883.372,1063475.417
P 080119,57.4729203,3.7,2386821.517,1053934.948
P 080120,49.8253095,12.5,2380975.708,1034806.935
P 080121,1.628463376,0.4,2357137.854,1020701.123
P 080122,28.88921196,4.6,2348253.714,1008173.067
P 080123,83.72739216,12.5,2342092.438,1009339.676
P 080124,22.1615872,2.7,2330253.939,1036577.794
P 080125,23.95066152,1.1,2327779.176,1035151.778
P 080126,44.29833528,7.8,2349375.116,1054024.984
P 080127,95.51762281,6.5,2348531.765,1052717.841
P 080128,27.73241,8.5,2332979.224,1088448.406
P 080129,8.993213201,1,2317527.584,1081234.28
P 080130,52.82936483,6.2,2310187.983,1079697.545
P 080131,4.940902003,8.5,2312672.07,1096077.115
P 080132,33.94119972,3.5,2345101.469,1107573.444
P 080133,32.1986119,12.5,2372077.443,1103625.581
P 080134,33.16860555,6,2496715.653,1079482.464
P 080135,161.9984785,4.9,2441159.288,1066947.53
P 080136,36.77015876,7.1,2436587.991,1077412.185
P 080137,9.319012235,11.5,2393405.074,1018154.017
P 080138,31.33486426,4,2405353.414,1019562.281
P 080139,42.811714,10.5,2432290.707,1047306.146
P 080140,73.50109178,6.1,2416066.552,1040634.786
P 080141,50.63294502,3.6,2470362.79,1069869.908
P 082003,46.73187702,0.9,2673749.611,1326117.788
P 082006,60.15514872,5.7,2600784.061,1324457.413
P 082010,54.51659834,2.2,2643924.93,1319967.857
P 082025,125.410644,10,2521824.136,1308950.189
P 082026,84.2271956,4.7,2540085.311,1307514.078
P 082027,139.0357574,7.7,2670658.222,1301211.829
P 082030,32.56121422,1.4,2512720.893,1296776.618
P 082031,96.97367583,9.4,2637620.442,1297428.892
P 082040,82.00046644,1.6,2614199.436,1287784.709
P 082041,43.0500753,1.9,2662107.651,1288087.951
P 082043,27.26708503,2,2593997.168,1282614.833
P 082044,276.6987298,12.5,2648777.555,1282760.463
P 082045,56.52143755,3.8,2601789.705,1282886.687
P 082054,28.35331473,2.9,2510884.883,1267143.734
P 082059,43.30221773,2.5,2541469.299,1259433.497
P 082060,22.57783271,1.3,2552227.791,1259426.059
P 082061,144.6525516,12.5,2643326.556,1260820.726
P 082063,47.33819721,1.1,2700542.289,1257860.959
P 082066,113.1738785,5.2,2622572.454,1254310.164
P 082071,27.21462522,1.6,2615873.731,1247187.078
P 082072,35.62791427,6.1,2646936.403,1247517.433
P 082073,33.07479927,2.1,2609065.519,1244695.012
P 082075,77.25273185,10,2539517.46,1243940.39
P 082078,46.03347334,3.6,2525970.747,1239458.12
P 082084,161.8705238,2.5,2584089.756,1235078.214
P 082089,87.3270396,3.7,2694124.585,1233124.287
P 082092,3.533407596,0.9,2559802.466,1231357.266
P 082093,30.34138284,4.8,2580696.871,1229940.336
P 082094,20.62099306,1.8,2547232.528,1228404.626
P 082201,33.09927555,1.4,2572364.33,1241757.97
P 082202,19.5673038,0.9,2507401.987,1230142.234
P 082203,29.72687363,1.8,2520684.789,1247590.686
P 082204,18.34577395,2.7,2534813.505,1252936.989
P 082205,25.22304087,1.2,2539150.483,1241700.208
P 082206,54.0651056,2.1,2580054.209,1264349.834
P 082207,25.60728975,1,2598303.286,1238618.006
P 082208,157.9562898,12.5,2617695.716,1233048.494
P 082209,72.57675134,4.6,2629297.168,1240524.358
P 082210,7.370105126,1.4,2560524.113,1293470.763
P 082211,14.45432157,1.2,2553974.312,1327070.848
P 082212,118.8416582,10.1,2525379.368,1307720.075
P 082213,61.11887129,6.8,2604247.649,1323398.897
P 082214,34.60601008,3.6,2628028.689,1313103.718
P 082215,39.78487244,7.2,2657651.903,1233709.242
P 082216,96.38916133,11,2633229.463,1325434.03
P 082217,29.00102429,3,2640798.506,1296026.47
P 082218,107.0188423,9.9,2639904.242,1283088.889
P 082219,116.0171033,5.3,2638044.209,1257888.381
P 082220,183.7302993,12.5,2667211.313,1253957.914
P 082221,115.1737061,11,2681714.948,1291466.533
P 082222,348.814267,13,2686248.183,1250334.311
P 082223,160.9837521,12.7,2678053.524,1274462.364
P 082224,147.7399129,12.5,2683969.975,1315387.232
P 082301,51.93554456,7.9,2505808.872,1278373.838
P 082302,34.99054144,3.4,2598050.936,1295897.788
P 082303,19.30008219,2.1,2646677.212,1240238.837
P 082304,87.31338401,12.5,2697473.128,1324574.108
P 084001,39.61971322,2,2822441.443,1332216.905
P 084019,45.21742298,6,2829338.575,1307289.285
P 084020,73.07409238,1.5,2740066.285,1303391.117
P 084071,19.90439989,2.2,2826971.675,1254502.289
P 084083,56.8753622,6,2876602.031,1242536.051
P 084093,47.37496322,1.3,2724712.453,1225155.73
P 084101,158.0984914,3.9,2852791.982,1313049.041
P 084102,8.204520249,0.7,2871186.084,1327308.347
P 084103,20.84549877,0.5,2901764.172,1320167.241
P 084104,134.0115515,4.7,2898581.327,1263832.627
P 084105,38.50255831,1.8,2900725.758,1296393.364
P 084107,114.0428313,4.5,2892741.034,1229924.282
P 084108,72.18038741,1.9,2861004.414,1247132.143
P 084109,92.17908228,1.9,2831214.253,1223357.402
P 084111,267.7184694,7.5,2803076.223,1241370.829
P 084112,35.91582211,1.7,2813694.241,1306046.895
P 084113,42.56460516,1.9,2792271.457,1331595.271
P 084114,14.26382222,1.6,2776559.574,1306758.908
P 084116,59.06024434,3.2,2765128.451,1268353.254
P 084117,102.5498472,3.9,2731796.133,1294382.757
P 084118,90.90044448,4.6,2707908.19,1284704.217
P 084121,93.84105907,1.3,2719725.891,1314854.021
P 084122,52.60155896,1.4,2753545.336,1283364.852
P 084123,73.97144536,11,2893900.536,1267203.271
P 084124,130.0042346,12.5,2823522.816,1294237.63
P 084125,143.8372845,4.8,2837835.141,1233754.748
P 086100,10.22185665,2.5,2928051.176,1319917.203
P 086101,61.86057068,3.6,2912754.956,1332008.557
P 086102,43.81067268,1.5,2915777.933,1323060.416
P 086103,6.06265479,4.5,2932003.937,1315486.344
P 086104,13.11099319,3.5,2909937.333,1286420.667
P 086105,49.33368368,6.7,2925708.952,1253063.126
P 086107,62.62567553,1.5,2920870.941,1330982.425
P 086108,121.732064,12.5,2912657.473,1318043.076
P 086109,20.54768046,3.1,2928156.937,1312829.092
P 087000,52.50389024,3.3,2916130.875,1212112.605
P 087001,88.16496574,5.3,2916230.064,1189264.666
P 087002,55.53792954,4,2925413.612,1208873.935
P 087003,48.56516188,3.2,2921223.727,1120508.901
P 087005,14.91882699,2.3,2931001.394,1134843.742
P 087006,3.447686176,1.2,2920982.263,1165240.551
P 087007,3.120822994,1.1,2929929.367,1136572.495
P 087008,152.2771237,12.5,2922388.395,1121200.716
P 088006,49.14569026,4,2537237.638,1210351.203
P 088007,55.66822961,1.7,2642514.274,1212001.06
P 088012,19.74667519,1.6,2504731.728,1204267.848
P 088014,63.321651,2.1,2603652.433,1204668.781
P 088015,22.94124532,0.9,2582526.651,1203599.497
P 088016,43.29381034,1.4,2619961.47,1202085.89
P 088020,24.31796327,1,2594819.585,1198859.19
P 088027,95.99822123,1.9,2586965.058,1192904.367
P 088030,70.97803788,2.8,2640713.949,1190196.155
P 088031,69.4417695,4.1,2536714.279,1188109.808
P 088038,7.349335823,1.2,2530375.602,1181136.888
P 088040,57.93011085,12.5,2616199.552,1182050.022
P 088047,40.06475128,4.7,2643619.521,1174197.314
P 088049,40.13149981,3.2,2556025.827,1167535.531
P 088052,35.48200628,4.8,2520808.357,1161996.709
P 088053,69.87882591,5,2635691.642,1165364.67
P 088054,46.72600764,2.1,2583797.787,1161980.124
P 088056,1.926684123,0.6,2638963.626,1161309.557
P 088057,34.12540698,4.4,2517039.206,1154986.121
P 088061,147.8363914,12.5,2684066.054,1153729.653
P 088062,36.89497484,10.3,2623263.358,1152256.787
P 088064,50.11661703,1.7,2572818.355,1149487.531
P 088071,37.88042136,3.1,2502747.243,1142953.164
P 088073,11.09330523,1.3,2511720.917,1138271.449
P 088075,50.34905049,8,2579120.187,1137465.222
P 088079,11.93010281,2.5,2562992.039,1131310.359
P 088082,57.74834404,0.8,2634766.511,1130083.75
P 088085,64.91950083,6,2509266.072,1123188.024
P 088086,48.33092733,7.1,2632052.922,1123779.869
P 088089,42.77261012,3.2,2587893.404,1118322.833
P 088090,35.72884874,6.7,2568713.599,1117825.644
P 088091,19.08551173,3.8,2507012.556,1114197.573
P 088092,32.28949593,2.2,2700710.655,1117960.855
P 088094,19.66886913,5.5,2616757.659,1114903.465
P 088097,11.61075969,4.6,2584052.169,1112168.325
P 088098,88.21089385,10.5,2565677.117,1111832.232
P 088100,15.18904811,5.3,2667906.433,1110374.359
P 088201,57.70069301,7.3,2663089.36,1111787.549
P 088202,28.69522499,8.2,2698493.234,1136948
P 088203,113.8064571,7.3,2680657.583,1149644.644
P 088204,116.5006036,12.4,2695881.589,1185079.522
P 088205,114.8554678,10.2,2691540.654,1210544.702
P 088206,60.94932462,7.2,2654561.844,1206439.63
P 088207,63.6087163,12.5,2605355.786,1144224.669
P 088208,73.45824467,4.9,2631606.755,1147787.384
P 088209,43.6126668,10.2,2613952.205,1129597.791
P 088210,36.75705703,1.9,2581657.814,1145600.514
P 088211,61.66513758,6.8,2598763.012,1169850.058
P 088212,23.14886966,1.6,2594112.069,1154794.693
P 088213,26.91764312,3.5,2569816.735,1125190.217
P 088214,186.6828777,10.9,2598239.634,1212650.066
P 088215,33.55941366,1.7,2562620.342,1213945.585
P 088216,74.14087726,12.5,2572872.925,1184876.82
P 088217,28.80311141,9,2515004.735,1190539.896
P 088218,17.15205767,1.6,2522800.596,1145179.286
P 088219,31.52139474,3.1,2509743.719,1174508.858
P 088220,27.64195961,4.4,2536749.916,1126874.415
P 088221,20.96953899,1.3,2520853.786,1209160.522
P 088222,47.08758223,1.3,2676101.678,1138983.629
P 088223,11.95107473,1.3,2611712.087,1185718.233
P 088224,18.93666795,4.9,2614803.89,1142035.614
P 088225,21.46341978,3.2,2537579.141,1114509.826
P 090001,46.70541638,2.5,2823536.277,1222321.243
P 090002,87.76636759,6.5,2906164.683,1223711.012
P 090007,131.6616128,5.2,2897425.53,1221124.289
P 090008,177.912391,3.3,2876816.261,1218860.539
P 090009,86.26425432,5.6,2812837.757,1212289.926
P 090011,100.8290266,12.5,2726267.028,1208694.698
P 090024,32.68304944,7,2848407.388,1198313.862
P 090027,120.1467286,7.6,2867626.364,1195687.905
P 090035,105.412698,6.2,2900140.328,1185920.196
P 090038,15.91189755,2.5,2845768.002,1177533.149
P 090042,99.1323454,6.5,2896647.919,1173906.36
P 090043,179.8866853,12.5,2854287.665,1171386.795
P 090049,142.8954138,6.7,2777580.477,1164992.091
P 090062,27.93365738,1.8,2726745.352,1143907.716
P 090067,69.91825366,4,2821089.85,1143781.894
P 090068,155.7414695,4.9,2905355.706,1145219.666
P 090070,22.90297044,2.5,2878205.182,1144212.68
P 090078,52.97548218,4,2864037.838,1132911.876
P 090079,231.9341048,13.3,2730389.512,1129919.964
P 090084,132.4749161,12.5,2786038.143,1125921.657
P 090085,65.82023616,10.1,2715227.813,1121458.378
P 090088,75.52744698,2,2831985.913,1123482.274
P 090089,49.52275175,2.5,2841945.746,1125623.711
P 090105,284.4989206,6.8,2902214.393,1193401.256
P 090106,35.13731226,2,2825662.773,1185628.462
P 090107,38.53371352,0.9,2765962.508,1194716.481
P 090108,111.2347129,1.9,2789343.472,1172585.578
P 090109,103.3986864,12.5,2756796.62,1162806.627
P 090110,28.5616449,2.2,2904832.891,1117807.608
P 090111,56.7188779,2.3,2861385.417,1150373.897
P 090112,31.4246661,1.1,2824950.331,1124260.56
P 090113,19.92690918,0.7,2810967.043,1132312.651
P 090115,32.89203576,0.9,2748480.281,1213179.975
P 090116,25.35577223,2.9,2719072.887,1180306.212
P 090117,18.14755928,1.6,2873206.581,1186377.033
P 090118,43.27488353,4.8,2895827.711,1163038.949
P 090119,55.5789282,12.5,2849904.223,1138653.904
P 092001,109.9471294,14,2698253.469,1109651.542
P 092002,19.05104181,3.7,2526528.161,1107715.694
P 092003,45.31070833,2.3,2694844.494,1108160.531
P 092005,33.46976483,4.8,2668315.611,1106502.525
P 092008,55.39190417,6.7,2503050.501,1102617.868
P 092009,79.91271916,12.8,2698182.515,1102056.452
P 092010,26.98573061,2,2622162.825,1100682.241
P 092011,54.37509912,6.8,2543288.303,1097013.929
P 092013,199.919728,4.8,2704691.5,1098637.4
P 092017,94.49733286,7,2506648.791,1092069.794
P 092018,9.231997627,1.4,2655302.421,1092485.038
P 092020,22.62378977,6.4,2553157.43,1087599.003
P 092024,31.33743902,3.6,2531271.812,1080909.363
P 092028,77.36169274,5.5,2606915.182,1077002.756
P 092031,19.02235483,3.2,2679296.754,1076657.183
P 092033,51.92937491,7,2546041.808,1073598.646
P 092038,15.7718019,1.6,2660965.905,1068797.065
P 092040,36.36188942,3.7,2562804.812,1063324.908
P 092042,34.29372574,5.9,2579695.627,1062487.213
P 092048,169.4071677,9.5,2659262.624,1054950.884
P 092049,48.33120873,5,2572610.914,1049856.995
P 092050,46.94847223,5,2585099.752,1049517.204
P 092051,68.06649036,6.7,2520613.838,1048075.761
P 092052,45.7721033,4.8,2616204.426,1046596.591
P 092053,18.33688266,6.2,2579025.885,1045850.086
P 092054,31.24429771,6,2627623.318,1045850.694
P 092055,36.82152222,8.1,2577724.965,1041599.047
P 092057,17.84780022,3.3,2587561.829,1041164.204
P 092062,35.89920094,6.5,2553098.437,1037672.56
P 092063,60.82350326,12.5,2508081.444,1036208.358
P 092064,20.0261619,3.4,2524007.071,1036003.833
P 092065,44.38199043,12.5,2694856.811,1035731.956
P 092067,42.59101822,6,2698697.787,1034384.957
P 092069,32.4012533,3.4,2623501.461,1032053.611
P 092070,24.56560801,5.1,2615062.563,1031901.529
P 092072,90.61879159,9.7,2880899.2,1336352.585
P 092074,12.58734608,4.2,2517748.392,1029037.661
P 092075,106.1165619,9.3,2647894.221,1027941.785
P 092076,46.33205419,8,2614754.599,1027470.522
P 092080,27.18265817,2.8,2688297.881,1022692.932
P 092081,30.462536,3.8,2591568.983,1022005.245
P 092083,25.83307205,5.9,2501043.11,1019235.186
P 092085,71.59496683,12.5,2643119.307,1018345.758
P 092086,52.96006787,12.5,2580474.21,1018642.088
P 092087,24.46289042,5.5,2572758.361,1018267.962
P 092088,23.37929472,4.4,2512401.916,1013577.581
P 092089,39.518028,2.2,2694094.843,1015423.947
P 092091,29.91702101,2.4,2557656.795,1009612.728
P 092092,98.27843785,12.5,2629594.497,1010316.685
P 092093,20.20642671,9,2580354.307,1009555.127
P 092094,34.47776446,2,2586268.2,1008660.221
P 092095,78.24128904,12.5,2611587.765,1008475.533
P 092096,30.75824679,6.5,2651402.239,1008187.832
P 092097,19.73823162,7.2,2688151.889,1008445.955
P 092098,70.73999883,5.5,2567457.638,1003975.954
P 092099,65.80285818,10.5,2530822.617,1001985.194
P 092101,31.85311757,3.9,2593282.989,1097879.677
P 092102,22.29438803,1.3,2620803.808,1075267.775
P 092103,92.11409358,6,2538707.21,1035856.611
P 092104,71.37190272,9,2571762.634,1007666.095
P 092105,44.74557019,2.2,2600559.419,1006934.782
P 092106,67.03615918,11.5,2672946.916,1007358.444
P 092107,121.6721455,2.9,2660910.535,1060799.509
P 092108,12.94292382,2.9,2616160.799,1019149.133
P 092109,45.37563028,1.3,2587622.088,1008969.971
P 092110,13.92676262,6.4,2560674.695,1086956.787
P 092111,28.74149273,4.5,2505480.946,1094664.554
