id,soc.t.ha,thickness.dm,x,y
P 170123,13.84047928,2,2676520.717,1449184.199
P 170124,88.59445727,10,2697337.998,1491069.104
P 170125,94.72273682,2.5,2687962.706,1488610.804
P 170126,23.83931668,2.5,2503126.864,1498401.102
P 170127,15.23313329,2.8,2506445.953,1501571.658
P 170128,8.810753426,1.5,2519519.618,1528369.334
P 170129,29.06065608,5.5,2513948.551,1536592.806
P 170130,29.98667503,11,2539673.798,1512545.661
P 170131,18.62346883,5,2536709.442,1526550.051
P 170132,1.802003832,5.5,2551274.016,1507222.253
P 170134,23.4290917,4.6,2563488.182,1514654.04
P 170135,28.69771886,3.8,2572359.684,1537058.243
P 170136,61.81158659,6.5,2591166.217,1509405.066
P 170137,45.66306585,1.7,2581502.118,1519832.622
P 170138,8.406315851,2.2,2586461.627,1531822.776
P 170139,9.361260935,3.3,2592319.679,1542133.68
P 170140,19.69579887,6,2602221.82,1546156.805
P 170141,23.61829693,4.5,2630357.701,1543368.218
P 170142,38.95519661,5,2644787.895,1531338.305
P 170143,30.96917042,1,2660350.862,1541091.429
P 170144,40.6593027,6,2666626.133,1534205.903
P 170145,46.73253963,1.2,2696797.257,1543435.967
P 170146,195.7269699,4.6,2632709.102,1501223.459
P 170147,166.2335491,12,2688035.351,1503213.901
P 170148,34.09718059,2.2,2680004.661,1500406.685
P 170149,124.7344776,8.8,2679633.981,1482006.484
P 170150,135.1342042,4.5,2579312.596,1526387.937
P 170151,207.3322376,3.4,2550655.26,1543060.854
P 170152,55.06428869,3,2641439.507,1508689.107
P 170155,133.4074049,4,2692278.057,1465268.041
P 170156,18.30393094,6.6,2589674.236,1547518.065
P 170157,22.50263649,2.2,2610448.091,1490770.278
P 170158,31.36582164,3.2,2640303.336,1446721.097
P 172001,22.44692932,2,2858498.776,1549047.768
P 172002,40.3800649,1.7,2718757.127,1543395.874
P 172003,47.53680128,13,2895217.096,1546782.782
P 172004,35.17055365,1.4,2706703.251,1540660.198
P 172005,140.674592,10,2748912.39,1533527.237
P 172006,58.56471908,5.2,2738296.243,1526275.82
P 172007,21.129505,1.9,2816163.188,1522007.102
P 172008,58.63179076,8.6,2864823.407,1514170.986
P 172009,79.95502223,12,2850272.31,1513155.712
P 172010,85.99671322,8,2888353.38,1511322.146
P 172011,11.31236125,1.1,2817809.229,1504713.45
P 172012,85.7049837,9.2,2854004.17,1492125.262
P 172013,126.8913106,10,2720641.137,1486163.425
P 172014,102.1961833,12,2821766.163,1477490.765
P 172015,77.74519867,9.3,2899601.123,1456917.138
P 172016,78.264658,10.5,2849938.191,1452724.676
P 172017,40.73405104,1.5,2740709.08,1448613.882
P 172018,54.13963248,4.3,2730570.568,1446823.278
P 172019,50.46504411,2,2887067.1,1445849.719
P 172201,34.39398828,4.2,2821264.383,1549037.382
P 172202,76.4595894,6.5,2820544.917,1495079.644
P 172203,5.897186549,0.7,2825008.531,1503172.596
P 172204,42.74297287,4,2703207.858,1452072.31
P 172205,71.03068201,6.2,2821870.872,1451564.836
P 172206,7.482925776,0.6,2714533.121,1453191.666
P 172207,80.06134614,7.3,2708086.757,1465981.666
P 172208,117.9512315,10.5,2792678.773,1451600.977
P 172209,126.0236133,8,2890639.338,1464543.449
P 172210,18.40678883,2.7,2818318.163,1459294.569
P 172211,17.97789226,2.2,2774583.758,1489836.103
P 172212,26.70159653,4.1,2780178.456,1502533.723
P 172213,12.29320776,0.9,2870927.164,1522530.507
P 172214,131.837192,12.5,2701946.426,1486590.104
P 172215,109.0986812,8.6,2711210.9,1527541.515
P 172216,102.5257592,12.5,2714316.235,1521720.968
P 172217,85.76426854,8.5,2752684.137,1502789.71
P 172218,103.3932116,7,2743019.713,1487873.456
P 172219,81.22110456,9.5,2800037.01,1538989.088
P 172220,17.13822265,3.3,2796812.95,1525928.205
P 172221,40.05686474,5.1,2797281.467,1510762.906
P 172222,55.26053334,9.2,2792242.11,1470032.31
P 172223,76.87055778,12.5,2786147.683,1477048.906
P 172224,56.83251084,6.1,2830079.255,1451906.095
P 172225,8.860741367,1.7,2836480.256,1479705.941
P 172226,50.23839759,8.9,2808514.07,1485601.806
P 172227,28.43322863,1.3,2828762.263,1518411.397
P 172228,96.99040135,10,2875363.508,1548400.739
P 172229,62.44552802,9.7,2895836.372,1523881.861
P 172230,20.18081222,1.2,2866982.627,1489309.771
P 172231,63.15760173,8.9,2898555.732,1484109.405
P 172232,93.16327411,9.8,2839485.885,1549251.905
P 172233,98.84095185,8.7,2739153.518,1522245.049
P 172234,41.56539529,5.8,2883638.889,1490324.503
P 172235,19.02794969,1.5,2720819.898,1453327.706
P 174001,27.06654178,1.6,2672598.726,1439693.783
P 174004,16.2355996,3.6,2593482.54,1436295.423
P 174005,86.29639158,4.3,2528849.594,1434988.04
P 174008,105.5839834,7,2623933.452,1433834.529
P 174010,172.6886669,10,2673582.825,1429870.365
P 174013,12.04012128,4,2548947.478,1427063.019
P 174014,66.10443153,1.6,2678348.179,1429308.394
P 174015,37.12126851,1.4,2518653.835,1425848.427
P 174016,53.33239204,4.4,2585862.436,1425731.552
P 174018,107.1766314,12.7,2666101.582,1424749.022
P 174021,170.2053089,10,2528239.529,1422024.302
P 174022,56.94676048,2,2647691.953,1422536.966
P 174023,106.0467221,2.3,2681470.144,1425175.359
P 174024,34.69346451,1.7,2686992.186,1423887.355
P 174025,29.16738077,1.2,2535743.773,1414612.749
P 174026,49.94495818,2.8,2668831.873,1416281.914
P 174027,43.75230657,6,2637022.004,1415211.647
P 174030,29.68306319,1.7,2694049.395,1409400.431
P 174031,19.64964523,0.9,2551527.363,1406118.817
P 174034,10.78536528,1.3,2574322.454,1405087.713
P 174041,92.66679813,2,2693759.626,1399887.297
P 174052,18.70639822,1,2600962.917,1387529.514
P 174056,13.50460676,1.4,2665307.875,1383764.082
P 174060,38.94536851,1.7,2642780.257,1375687.328
P 174062,72.31394807,4.1,2552553.412,1371152.669
P 174068,16.94529185,2.7,2623930.424,1367096.507
P 174069,40.14491577,7.8,2655313.376,1367183.465
P 174092,55.89897928,5,2539547.799,1339045.64
P 174100,121.4602753,9.6,2664097.503,1330691.081
P 174201,200.5376754,3.9,2695793.332,1392666.038
P 174202,86.90392544,3.2,2677442.351,1409796.292
P 174203,84.58348261,4,2637950.919,1430470.771
P 174204,70.0657643,4.8,2630690.68,1425685.312
P 174205,74.68920503,3.4,2649422.263,1438204.051
P 174206,157.1428733,13.9,2667248.887,1420143.435
P 174207,115.5255165,2.3,2647631.604,1396505.122
P 174208,58.8677591,1.4,2648515.25,1396805.042
P 174209,74.50789756,4.2,2653302.799,1406235.913
P 174210,54.42224648,1.3,2665265.787,1405532.062
P 174211,108.8900783,8.8,2639890.784,1394517.41
P 174212,86.72728553,1.8,2634128.977,1394649.936
P 174213,57.94739623,1.7,2605392.704,1423334.078
P 174214,70.17947206,1.6,2617819.637,1410625.759
P 174215,66.07713512,5,2611853.97,1403615.91
P 174216,21.78737262,4,2622861.64,1392614.233
P 174217,63.86207778,3,2603658.996,1375915.931
P 174218,36.29782462,3,2616106.108,1364444.191
P 174219,104.3306815,2.1,2633571.165,1352118.921
P 174220,35.06528807,1.4,2680066.054,1352893.868
P 174221,66.39282185,3.4,2687122.705,1361571.071
P 174222,52.69563924,2.7,2694071.218,1352441.741
P 174223,78.4797468,5,2691439.829,1336917.926
P 174224,40.88603452,6.7,2503069.599,1421801.043
P 174225,56.71594616,1.7,2537085.908,1414310.123
P 174226,31.08130115,1.6,2526147.944,1402627.398
P 174227,49.25758566,2.4,2528732.859,1394525.672
P 174228,41.20876843,2.2,2541277.036,1390441.892
P 174229,61.2031749,1.8,2585665.488,1409959.317
P 174230,10.03541443,1.6,2577547.573,1401112.214
P 174231,4.950118128,1.2,2560841.787,1403864.351
P 174232,53.72098607,2.8,2519077.329,1368581.596
P 174233,85.72810966,1.9,2530541.296,1371244.796
P 174234,77.47204157,3.9,2545262.832,1369239.546
P 174235,68.70915277,5.2,2559367.821,1364607.03
P 174236,54.18292381,2.5,2592224.034,1361035.414
P 174237,39.50408352,2.5,2576245.014,1379894.282
P 174238,35.08556535,1.7,2513457.989,1340533.192
P 174239,61.84658252,4.5,2527638.588,1342936.01
P 174240,64.83256683,3,2545565.311,1349293.233
P 174241,33.9924127,3,2566568.96,1339742.255
P 174242,82.27701626,3.7,2591609.799,1345477.469
P 174243,164.7615652,7.4,2588071.847,1339720.918
P 174244,58.99684136,3,2578423.635,1334597.135
P 176007,14.08395534,1,2716541.291,1435143.463
P 176008,186.9130259,11,2748692.914,1435001.191
P 176011,93.35496993,4.6,2853564.851,1435018.152
P 176026,144.7330506,12.5,2840013.407,1421193.799
P 176027,115.2304788,12.5,2882309.512,1421849.451
P 176030,100.8524314,5.5,2733336.247,1416791.081
P 176041,81.90646689,12.5,2886521.385,1403986.093
P 176046,25.91431597,2.3,2805001.046,1394999.62
P 176049,297.8195281,2,2838792.705,1390056.893
P 176054,113.6933227,1.8,2874844.192,1388572.088
P 176055,71.99565277,12.5,2880976.337,1387896.058
P 176056,60.27296828,1,2709033.661,1379886.999
P 176063,113.7813432,4.3,2817982.701,1373013.173
P 176067,95.61400791,8.3,2819956.227,1372097.923
P 176068,60.38338426,3.6,2841516.931,1371270.911
P 176070,104.1223066,3.8,2861861.85,1370949.451
P 176087,90.63422537,8.7,2860570.246,1350850.828
P 176093,124.1754493,2.8,2838405.654,1344652.175
P 176097,117.9120953,3.5,2771457.732,1337940.039
P 176098,46.1447365,8,2866500.616,1338885.268
P 176100,81.88930227,7.6,2880899.2,1336352.585
P 176111,82.01840305,7.6,2898971.107,1440319.429
P 176112,70.82820514,6.2,2904025.952,1349971.432
P 176113,93.46789979,5.3,2862996.466,1372026.484
P 176114,47.1910311,1.2,2838070.409,1345527.43
P 176115,89.94263512,6.3,2768066.983,1400920.784
P 176116,74.45051442,5.2,2752204.334,1435570.272
P 176201,178.1249562,2.3,2841565.222,1411047.683
P 176202,82.69051615,6.6,2827673.429,1432035.216
P 176203,90.16945766,4.7,2853396.221,1409169.398
P 176204,71.83898458,1.9,2855484.173,1392746.456
P 176205,131.1492208,12.5,2896521.042,1421139.047
P 176206,123.4388897,5.2,2889593.332,1392339.007
P 176207,109.9992515,2.3,2898112.706,1336877.185
P 176208,28.45597662,1.7,2880267.093,1346785.387
P 176209,27.81073715,1.7,2829678.885,1360698.175
P 176210,60.50852757,1.3,2843740.204,1336959.152
P 176211,59.88635826,3.2,2861374.091,1348304.725
P 176212,81.37347278,1.6,2809575.723,1412037.38
P 176213,88.05449513,8.4,2816466.76,1371614.016
P 176214,31.31231,3.4,2797476.345,1390649.191
P 176215,17.45898469,1.6,2799291.173,1385737.469
P 176216,72.2629037,3.8,2796791.565,1346944.521
P 176217,75.64294369,4.3,2762062.628,1342446.183
P 176218,81.33894744,5.4,2771148.505,1374066.278
P 176219,100.2029264,5.5,2758344.617,1386542.935
P 176220,107.9810638,4,2737721.149,1391042.382
P 176221,117.7100088,5.3,2752055.308,1428580.466
P 176222,136.3026812,4.5,2729042.344,1417893.701
P 176223,79.97974033,8.3,2720626.761,1398228.612
P 176224,69.70561526,1.9,2723071.661,1339583.414
P 176225,34.94622863,1.4,2716557.382,1346014.316
P 176226,204.3083729,2.7,2716963.439,1355400.139
P 176227,196.6633296,4.6,2723233.28,1366981.729
P 176228,62.12949343,1.9,2714574.713,1369692.141
P 178001,26.81402041,4.8,1093751.363,2285942.284
P 178004,25.41928835,10,1143543.049,2271843.963
P 178009,3.527669394,0.9,1140977.262,2267432.441
P 178022,21.60972007,2,1152113.427,2232419.747
P 178025,24.64144386,2,1116961.161,2220296.263
P 178033,6.053391333,1.6,1160202.935,2199612.521
P 178041,38.35271315,4.1,1142681.391,2172305.645
P 178042,22.63449986,3.2,1137176.519,2222621.474
P 178043,38.68658439,3.9,1107577.048,2278967.869
P 178044,19.97206965,4.4,1146559.9,2269084.61
P 178045,27.5525292,6.5,1120438.042,2270793.894
P 178046,28.4811643,5,1101484.8,2277793.013
P 178047,12.83479656,1.8,1116989.021,2251778.326
P 178048,37.16683834,2.6,1104328.389,2254939.825
P 178049,18.30567066,1.8,1134473.531,2218725.514
P 178050,15.75858033,4.8,1142629.284,2204010.749
P 178051,1.462922355,1.1,1150008.143,2185805.841
P 178052,22.45357923,3,1147998.171,2271719.765
P 178053,7.164153919,1.6,1164381.345,2260391.318
P 180005,37.18624619,2.5,1170377.477,2257211.41
P 180012,7.100879073,5.6,1244902.171,2254786.793
P 180016,41.79278282,5.4,1298959.215,2249434.372
P 180019,56.71891655,7.4,1255852.627,2249737.58
P 180021,1.278280205,1,1255378.04,2247449.75
P 180048,108.2311556,5,1182437.289,2232248.365
P 180060,9.557995343,3,1245365.315,2205025.447
P 180064,12.95952496,6,1205309.199,2199917.248
P 180075,18.76014508,8.4,1194721.682,2178414.331
P 180080,1.454819413,1,1266219.725,2169898.579
P 180081,29.2522838,2.6,1253573.181,2206446.514
P 180082,6.61037736,7,1227441.036,2193954.341
P 180101,61.28956201,12.5,1173521.826,2246934.987
P 180102,17.17195423,2.7,1206629.08,2201216.784
P 180103,3.763013709,0.7,1260673.835,2168358.802
P 180104,0,0.8,1256817.666,2166414.267
P 180105,4.30735224,3,1246962.789,2161630.244
P 180106,4.18395772,1.5,1261788.487,2187206.141
P 180107,0.5631261976,0.9,1256121.679,2233470.534
P 180108,18.07011924,1.4,1257350.499,2243369.996
P 180109,2.259566254,1.7,1245264.042,2256092.317
P 181001,24.24303983,6,1138890.101,2169004.863
P 181002,35.9948868,3.1,1152453.466,2168441.458
P 181005,12.52532148,1.4,1131496.534,2168277.953
P 181007,55.34471057,8,1153274.077,2164317.391
P 181008,29.83294465,3.5,1156757.302,2162683.923
P 181010,39.88559968,6,1143793.915,2159401.078
P 181013,59.76730585,6,1143782.132,2155745.096
P 181016,21.50347248,3,1157257.045,2152036.885
P 181023,17.55133798,6,1156388.911,2134478.991
P 181025,13.09629893,4.9,1155766.493,2131016.159
P 181069,43.27484632,4.3,1145801.46,2165476.146
P 181101,7.957891214,3,1149952.467,2155507.632
P 181102,27.62406646,3.5,1139511.354,2167799.402
P 181103,26.87882255,5.5,1159081.87,2153543.676
P 182012,25.78024892,4.5,1171418.077,2153547.581
P 182019,5.601717104,3.8,1217432.643,2144052.965
P 182024,20.15246906,2.1,1167219.071,2133194.381
P 182028,23.53930672,3.2,1194387.576,2122084.809
P 182030,2.824265988,2.2,1281526.505,2109854.085
P 182031,65.88934003,12.5,1162453.182,2120470.896
P 182036,1.649811391,1.4,1282005.052,2105014.353
P 182038,17.863772,4,1201727.871,2100399.605
P 182041,9.027978337,4.6,1165538.543,2099856.214
P 182042,3.09553967,1.3,1224386.265,2094152.716
P 182045,0.9167084576,1.1,1283009.319,2084248.668
P 182047,12.33925314,6,1176930.018,2090952.417
P 182052,35.65362368,5.3,1183306.964,2080105.897
P 182054,33.17546563,3.6,1223511.117,2072083.967
P 182057,14.00376124,6.6,1210514.293,2068325.987
P 182060,6.706700128,4,1240923.917,2058490.999
P 182061,1.804444484,1.8,1284390.868,2054262.596
P 182063,43.42819447,8,1191595.329,2058655.498
P 182113,28.78962572,8.2,1206699.659,2059820.856
P 182114,20.99572617,8.8,1175629.163,2067881.023
P 182115,8.842953287,3.1,1163417.95,2108472.115
P 182116,3.217100495,3,1175699.716,2130534.891
P 183002,3.12074829,2.5,1281151.7,2063253.58
P 183004,5.333810293,2,1280174.692,2144167.733
P 183005,2.81439216,2,1200922.17,2163606.078
P 183006,10.22276825,0.9,1202067.305,2162078.913
P 183007,37.08467715,2.4,1175318.743,2162951.525
P 183011,3.310457651,3.8,1170887.413,2103297.3
P 183012,7.48605969,2,1185452.643,2096339.211
P 183013,71.34468027,5.2,1175841.453,2109338.514
P 183014,8.588496557,0.9,1161854.225,2114479.471
P 183015,12.35428082,2,1173509.17,2058348.293
P 183016,9.810855172,2,1194288.205,2068271.149
P 184005,12.02789752,4.2,1293712.102,2034155.217
P 184016,4.644393772,1.9,1320827.783,2005618.136
P 184029,9.810156213,4.5,1314137.758,1990445.944
P 184047,3.270621264,1.2,1265691.342,1952943.742
P 184056,26.09829548,4.4,1280692.646,1937246.046
P 184058,8.742883954,3.1,1319447.795,1936292.236
P 184059,2.520491064,0.6,1312064.823,1964815.909
P 184060,39.60056232,12.5,1286958.235,1995555.888
P 184061,2.25010545,0.8,1266915.959,2021094.913
P 184062,9.499170383,2.4,1252462.323,2038176.433
P 184063,14.47455394,1.2,1231626.885,2046228.248
P 184101,24.42966647,3,1313570.849,1963706.685
P 184102,12.30281268,4.8,1321787.048,1959857.885
P 184103,6.651920643,1.2,1326928.431,1945996.733
P 184104,5.807989536,4.2,1318823.734,1932968.315
P 184105,22.96367321,4,1305134.647,1982337.775
P 184106,6.283848086,4.4,1287710.603,2004797.394
P 184107,3.503896341,4.5,1317728.996,1979059.372
P 184108,14.81628384,8,1285878.308,1996508.359
P 184109,9.081077067,2.5,1250931.897,1971154.101
P 184110,12.02397443,4,1253140.874,1966720.519
P 184111,19.49624498,3,1250244.887,1996513.906
P 184112,3.297598176,1.2,1257153.244,2035224.698
P 184113,1.556627376,1,1287597.973,2045116.525
P 184114,109.78373,12.5,1192383.715,2041231.908
P 184115,24.49564539,4,1193483.254,2027727.063
P 184116,15.63760824,4.5,1195528.108,2013057.631
P 186001,53.00184858,12.5,1283660.552,1929890.698
P 186004,35.43912712,12.5,1307706.571,1907436.689
P 186007,34.97091922,5.1,1325049.082,1881200.463
P 186015,4.023386358,2.8,1325379.914,1844450.215
P 186016,16.74545955,4,1325399.687,1894239.219
P 186101,11.67020247,4.7,1318095.181,1920921.315
P 186102,15.16332834,6.5,1316733.153,1910119.562
P 186103,8.923707149,3,1319935.798,1902415.945
P 186104,9.940851774,1.4,1329034.198,1890766.926
P 186105,11.90650532,3,1284792.414,1928686.698
P 186106,12.30280398,3,1296251.088,1915123.519
P 186107,19.43469899,3.3,1322630.364,1886529.168
P 186109,15.32139184,3,1324460.838,1835616.915
P 186110,9.34471782,2.5,1322589.491,1822459.232
P 188001,3.97663236,3,1435459.162,2252976.079
P 188004,7.527669018,3.9,1431753.708,2238821.928
P 188005,4.174055299,2.9,1429518.226,2230612.372
P 188013,27.66277382,4.8,1452225.331,2215435.549
P 188018,10.13919829,6.5,1525313.505,2203870.794
P 188019,8.999746366,5.1,1500369.913,2204124.843
P 188021,4.246038095,3.4,1462796.293,2197312.573
P 188024,11.76639123,1.8,1497076.961,2186376.057
P 188025,40.09432349,9.7,1529769.742,2182465.37
P 188027,20.26512981,4.3,1527402.249,2175347.815
P 188029,5.353361048,4.2,1496901.447,2174917.221
P 188031,57.35589988,8,1424567.807,2178403.298
P 188033,13.00365788,2.6,1528797.028,2166879.857
P 188034,7.461651793,6.8,1534692.35,2165532.648
P 188036,14.9077404,6.8,1511109.65,2146002.097
P 188038,5.34285059,2.2,1477450.925,2232831.841
P 188039,3.98068266,1,1505307.504,2148363.907
P 188040,7.648385158,4.8,1492966.109,2175365.947
P 188042,10.33878313,4.2,1446683.604,2250548.201
P 188043,2.561440518,1,1461779.97,2235969.159
P 188044,64.18103204,4.9,1434652.256,2225023.584
P 188045,10.75813527,7.5,1407648.764,2197022.618
P 188046,26.68890935,5,1464191.083,2217437.394
P 188047,4.991693572,2.4,1472733.986,2236411.468
P 188048,63.02707794,12.5,1484271.672,2229770.752
P 188049,29.4318627,6.4,1492596.315,2216115.459
P 188050,20.27213377,6,1504203.432,2214455.545
P 188051,12.18333659,5,1520833.14,2205835.337
P 188052,25.91422712,4.2,1478339.285,2198652.16
P 188053,23.63020297,2.4,1499707.563,2160142.752
P 190064,15.84337609,7.4,1565731.555,2148352.837
P 190065,15.95373194,3.4,1584548.153,2174718.455
P 190066,6.146238755,2.3,1607121.476,2146087.897
P 190067,34.50491928,8.3,1644038.639,2143484.536
P 190068,40.51843332,5,1656618.882,2163515.083
P 190069,12.82413897,1.2,1698377.258,2130385.857
P 190070,11.4559078,3.5,1725135.646,2131386.411
P 190101,23.97343413,3.8,1731714.866,2136121.928
P 190102,73.79830964,12.5,1716451.826,2128630.509
P 190103,83.60511997,12.5,1715199.821,2150988.293
P 190104,25.20201147,3.5,1699514.753,2154435.812
P 190105,53.09473337,7,1692250.58,2138143.166
P 190106,28.13252132,1.2,1703204.855,2127223.991
P 190107,43.6627955,9.5,1660167.871,2158062.156
P 190108,5.302328304,1.6,1655426.847,2163154.656
P 190109,2.111107538,2.7,1636687.983,2157479.044
P 190110,43.65506776,4,1619678.71,2155774.608
P 190111,31.17424802,3,1694282.509,2138271.635
P 190112,24.48473272,4.2,1589365.918,2173993.832
P 190113,27.98887074,7.6,1574771.945,2159510.033
P 190114,43.85612199,7.8,1567879.992,2143498.794
P 192061,41.96321636,12.5,1746476.79,2155640.875
P 192062,24.63163929,1,1856713.24,2154690.91
P 192063,69.05651698,12.5,1924286.535,2128841.653
P 192064,52.25297533,12.5,1883805.127,2127085.24
P 192101,0.3202965264,1.2,1909576.83,2153145.272
P 192102,14.26745503,4.4,1906822.429,2125668.225
P 192103,8.905588031,8.8,1915951.135,2132418.407
P 192104,19.61501699,2,1921955.641,2120265.609
P 192105,4.29411772,2.8,1879912.298,2138737.024
P 192106,34.92312992,1.2,1858425.763,2153651.564
P 192107,50.77789803,2.4,1820876.645,2147879.408
P 192108,15.16683099,6.8,1797783.645,2139914.009
P 192109,10.94255373,3.3,1783486.576,2155603.553
P 192110,0,1.1,1776921.614,2135953.687
P 192112,31.6297586,8.2,1737194.534,2160891.901
P 192113,11.24740777,0.9,1743864.218,2145484.451
P 192114,9.741779655,1,1760258.651,2154795.97
P 194070,20.43613296,12.5,1511624.73,2056178.367
P 194071,11.21427906,3.2,1523279.874,2053616.414
P 194076,4.065186836,3.5,1524575.471,2045364.223
P 194092,8.297879225,1.3,1513700.185,2126107.739
P 194095,27.93379209,9.8,1499249.601,2094528.453
P 194096,7.812588036,1.9,1532118.73,2110091.873
P 194101,5.124128012,6,1513591.687,2124598.345
P 194103,39.28455438,7,1486710.274,2135694.018
P 194104,2.979301243,4.8,1483680.525,2132635.23
P 194105,6.21430266,1.5,1541755.275,2124831.399
P 194106,23.55069066,12.5,1532859.029,2134992.818
P 194108,9.037181327,3,1490184.952,2088848.162
P 194109,12.58280656,7.5,1504925.612,2110054.524
P 194110,7.517880832,5.4,1487288.438,2116390.159
P 194111,1.892901649,2,1462119.653,2067642.194
P 194112,4.422209072,2.6,1458971.643,2061137.506
P 194113,4.349299062,1,1492802.691,2038096.39
P 194114,5.698882366,1.5,1493196.042,2040540.333
P 194115,13.22692299,3.8,1501047.348,2053199.934
P 194116,24.22562717,12.5,1446697.544,2101365.086
P 194117,4.39142824,3,1449257.918,2131978.204
P 194118,6.479730862,5,1484713.703,2110853.149
P 194119,1.009676142,1.9,1480046.727,2110672.789
P 194120,3.860890358,2.8,1521626.858,2100529.534
P 194121,22.08992511,6,1535332.29,2068566.415
P 194122,2.107310936,1.2,1527809.841,2059231.897
P 194123,3.095417723,0.5,1527589.739,2059154.675
P 194124,2.577016944,1.8,1497063.323,2088777.951
P 194125,18.66976058,7.3,1497985.909,2090412.397
P 196008,9.796256561,2.1,1561464.725,2128824.862
P 196041,6.751248522,1.7,1546333.068,2095358.528
P 196068,21.526931,4.5,1585077.858,2058402.859
P 196096,51.36657852,1.8,1715510.432,2021336.263
P 196101,62.06529101,8,1552488.472,2088777.11
P 196102,14.59877079,3.7,1578611.459,2067180.319
P 196103,4.870219895,1.8,1627503.763,2065728.566
P 196104,21.74631223,7,1625522.541,2026798.46
P 196105,13.37606612,3,1655266.323,2114728.384
P 196106,84.38903952,5.9,1722932.785,2113627.022
P 196107,18.08442183,2.7,1709461.881,2047035.742
P 196108,98.99780987,5,1679472.304,2037356.618
P 196109,24.67670498,3.8,1634340.167,2087093.965
P 196110,1.635309837,2,1628990.196,2079484.534
P 196111,24.38692106,5,1673608.449,2080428.168
P 196112,14.46882142,3.8,1646663.875,2097337.712
P 196113,44.50749497,9.8,1615305.629,2109742.372
P 196114,2.544652944,1.8,1588364.876,2122831.736
P 196115,32.46405348,7.7,1559883.733,2125451.785
P 196116,30.9379025,4,1548768.328,2131247.726
P 196117,8.852211851,2.2,1557546.176,2088367.341
P 196118,37.20867933,8.7,1558630.257,2080344.082
P 196119,47.51699591,12.5,1601412.024,2064734.658
P 196120,24.8747435,7,1619676.959,2082025.041
P 196121,9.757554241,2,1646714.784,2027973.499
P 196122,22.12836481,4,1614080.213,2034400.979
P 196124,12.32730368,3.5,1557050.064,2028549.484
P 198001,50.91808527,12.5,1852572.18,2115718.494
P 198002,98.44840473,12.5,1873084.047,2114506.183
P 198003,66.62591404,12.5,1797802.486,2118410.208
P 198005,16.44796946,3.8,1878050.481,2113458.702
P 198012,68.19115886,12.5,1916534.988,2100486.55
P 198016,18.80116018,7,1887698.589,2099731.403
P 198019,6.572414843,2.7,1767068.171,2101923.353
P 198020,31.35388986,1,1839970.086,2097457.375
P 198021,22.74150138,2.3,1740135.952,2102458.026
P 198024,33.95790543,7.1,1850658.779,2094939.252
P 198026,57.72881429,6.2,1876287.723,2092207.803
P 198033,21.34088323,2.1,1772878.022,2090638.933
P 198034,24.03427242,3,1893568.346,2084636.521
P 198047,20.01643256,5.9,1921925.442,2066888.921
P 198053,5.423055864,1.9,1738347.887,2070096.893
P 198055,59.27569167,8.2,1766720.476,2067785.323
P 198056,107.3950027,12.5,1832418.438,2062747.636
P 198064,52.32392388,4.5,1900348.633,2047119.644
P 198065,22.94975452,2.1,1745057.9,2053352.042
P 198066,23.0539503,1.7,1764816.082,2052130.535
P 198067,5.423301765,0.5,1883701.736,2043067.192
P 198069,24.6560829,2.3,1787276.271,2046164.826
P 198070,52.99920383,1.2,1850323.29,2042436.211
P 198071,72.96339634,12.5,1769330.928,2046331.003
P 198077,91.56512478,12.5,1828661.016,2034981.628
P 198089,82.85332737,4.8,1904002.911,2020107.115
P 198090,126.0860386,7.9,1753728.543,2025395.155
P 198091,42.7508583,2.3,1877035.568,2016975.304
P 198092,30.23866762,5.5,1821865.512,2019415.929
P 198093,76.00692765,2.1,1765191.351,2021385.258
P 198101,28.11508067,1.2,1817723.354,2041507.541
P 198102,43.87782663,4.7,1872892.372,2112549.154
P 198103,33.40980101,4.7,1769252.984,2079470.5
P 198104,42.37685745,3.5,1760680.912,2051949.938
P 198105,41.45719681,2.5,1746283.003,2052729.004
P 198106,26.95617549,4.5,1750302.096,2026947.291
P 198107,34.99393103,1.9,1896430.063,2024257.217
P 198108,11.16384488,1.2,1903108.551,2020515.994
P 198109,24.49012932,3,1894187.468,2082334.604
P 198110,107.3388122,12.5,1865400.249,2106337.132
P 198111,3.423829676,1.6,1812267.374,2104936.911
P 198112,9.026332734,1,1817255.591,2099555.756
P 198113,12.99176187,4,1831731.259,2084965.863
P 198114,64.88632967,12.5,1829541.641,2033240.858
P 198115,8.770802404,0.8,1762194.404,2050695.13
P 198116,22.2200707,2.5,1764095.651,2045651.682
P 198117,20.56535926,2.3,1761217.375,2069839.852
P 198118,13.93245289,3,1773403.458,2104122.681
P 198119,5.461399452,6,1766531.708,2111879.186
P 198120,30.853558,5,1779572.05,2120994.252
P 198122,9.300274857,3,1733944.46,2093864.974
P 200038,5.638896579,1.2,1365151.51,1962247.162
P 200047,8.623893357,3,1340791.569,1935335.779
P 200048,34.7165524,2.7,1348053.784,1931948.327
P 200051,7.962629546,1.3,1466598.858,2021926.162
P 200052,16.78594421,6,1477653.733,2021563.909
P 200053,13.96720134,2.5,1501258.1,1990958.735
P 200054,7.66753837,6,1514336.866,1968165.851
P 200101,1.710211296,3,1490101.46,2022100.725
P 200102,5.940336093,2.5,1468207.401,2023038.614
P 200103,5.656672053,2.3,1501798.054,1986473.546
